student_no,province,age,gender,nationality,religion,f_Educ,father_occupation,m_Educ,mother_occupation,family_size,ordinal_position,family_monthlyIncome,no_members_income,tuition_support,school_expenses,shs_school_type,strand,grade12_cgpa,pr_verbal_language,pr_reading_compre,pr_english,pr_math,pr_non_verbal,pr_basic_cmp,pr_clerical,selected_college_score,course,total_units,institute,performance
20599457,Pampanga,20,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Youngest,D,Max of 4,Parents,Parents,Private,ABM,88.76,87,96,78,58,52,53,15,72.05,Accountancy,26,SBA,high
20617762,Pampanga,19,M,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,College Graduate,Skilled and technical jobs,3,Only Child,F,Max of 2,Parents,Parents,Private,STEM,90.0,52,67,17,67,72,29,73,56.05,Comp. Engg.,25,SEA,medium
20588354,Pampanga,18,M,Filipino,Born Again Christian,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,9,Youngest,E,Max of 4,Parents,Parents,Private,STEM,90.75,87,97,99,82,97,46,79,85.05,Architecture,26,SEA,high
20588556,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,6,Middle,B,Max of 2,Parents,Parents,Private,STEM,90.57,94,98,67,92,95,94,49,87.2,BSAeronautical,25,SEA,high
20599007,Pampanga,18,M,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,,6,Eldest,F,None,Parents,Parents,Public,ABM,92.27,37,73,78,75,72,83,49,70.25,Accountancy,26,SBA,high
20595756,Pampanga,18,M,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,HS,mgmt. sales and entrepreneural occupations,6,2nd,D,Max of 6,Parents,Parents,Private,STEM,83.41,24,45,10,92,80,23,33,50.2,CE,25,SEA,medium
20575978,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,HS,,6,2nd,E,Max of 2,Parents,Parents,Private,STEM,89.25,87,73,78,58,62,37,89,67.95,BSEMC-DA,23,CICT,high
20573010,Pampanga,18,F,Filipino,Baptist,College Graduate,Skilled and technical jobs,Post Graduate,helping and teaching occupation,4,Eldest,A,Max of 4,Parents,Scholarships and Grants,Private,ABM,88.41,7,10,40,58,42,29,89,32.85,BusMgt,23,SBA,high
20602776,Pampanga,18,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,4,Eldest,E,Max of 2,Parents,Parents,Private,STEM,88.39,87,79,78,82,32,87,20,68.5,BSCompsci,23,CICT,medium
20602315,Outside,18,F,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,6,2nd,A,Max of 2,Parents,Parents,Private,ABM,86.0,91,88,93,92,91,83,45,87.5,Architecture,26,SEA,high
20590391,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,6,2nd,D,Max of 2,Parents,Parents,Private,TVL,90.11,52,84,93,40,42,61,23,63.05,BSHRM,26,SHTM,high
20569948,Pampanga,19,F,Filipino,Born Again Christian,HS,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,9,6th,D,Max of 4,Parents,Parents,Private,HUMSS,88.6,91,14,17,23,24,53,26,34.0,BA Comm,23,SAS,high
20574472,Pampanga,19,F,Filipino,Roman Catholic,HS,"artistic, musical, writing",HS,,4,Eldest,C,Max of 2,Scholarships and Grants,Parents,Private,ABM,93.16,79,98,53,67,42,94,82,76.35,Accountancy,26,SBA,high
20611833,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,4,Youngest,F,Max of 2,Parents,Parents,Public,ABM,93.1,91,94,78,92,72,87,82,87.4,Accountancy,26,SBA,high
20602258,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,scientific and allied medical positions,3,Only Child,E,Max of 2,Parents,Parents,Public,ABM,90.35,97,67,53,50,42,61,45,60.3,Accountancy,26,SBA,high
20613363,Pampanga,19,F,Filipino,Iglesia Ni Cristo,College Undergrad/Vocational,Skilled and technical jobs,HS,,5,Middle,D,Max of 2,Parents,Parents,Private,STEM,91.25,87,94,97,98,99,92,79,93.05,BSAeronautical,25,SEA,high
20598963,Pampanga,18,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,Elementary,,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,83.47,52,52,40,67,80,37,65,55.15,Accountancy,26,SBA,medium
20577126,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Youngest,D,Max of 2,Parents,Parents,Private,HUMSS,88.13,91,37,27,92,32,46,33,52.15,Fil-BSED,26,SED,high
20610000,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,HS,,5,Middle,D,Max of 2,Parents,Parents,Private,STEM,91.5,52,88,87,75,72,96,61,77.2,BSCompsci,23,CICT,high
20571243,Pampanga,18,F,Filipino,Roman Catholic,HS,"artistic, musical, writing",HS,"artistic, musical, writing",7,Middle,E,Max of 2,Scholarships and Grants,Parents,Private,ABM,96.91,52,91,98,99,95,92,76,89.5,Accountancy,26,SBA,high
20635558,Pampanga,19,M,Filipino,Iglesia Ni Cristo,HS,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,6,Eldest,D,Max of 2,Parents,Parents,Public,TVL,91.0,52,91,78,50,17,69,73,70.45,BA Comm,23,SAS,high
20610696,Pampanga,19,M,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,,8,3rd,A,Max of 4,Parents,Parents,Private,ABM,89.82,37,97,93,82,52,92,49,80.0,Accountancy,26,SBA,high
20607625,Outside,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,9,5th,A,Max of 2,Parents,Parents,Private,TVL,77.97,24,31,53,40,24,5,20,30.65,BSHRM,26,SHTM,medium
20603867,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,office and clerical jobs,5,Middle,E,Max of 4,Parents,Parents,Private,GAS,91.0,94,88,97,75,32,94,33,82.75,BSPsychology,23,SAS,high
20576845,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,Elementary,,3,Only Child,E,Max of 2,Parents,Parents,Private,ABM,88.0,37,37,53,67,42,46,73,48.6,Accountancy,26,SBA,high
20585002,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,Skilled and technical jobs,5,Eldest,F,Max of 2,Parents,Self,Private,STEM,88.33,52,79,27,67,91,61,82,66.45,CE,25,SEA,medium
20581446,Pampanga,19,M,Filipino,Roman Catholic,,Skilled and technical jobs,,office and clerical jobs,5,Youngest,E,Max of 2,Parents,Parents,Private,STEM,86.93,91,45,53,82,62,46,29,62.15,BSAeronautical,25,SEA,medium
20635626,Pampanga,19,F,Filipino,Born Again Christian,HS,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Eldest,E,Max of 2,Parents,Parents,Public,STEM,91.1,91,79,97,99,91,83,53,86.6,BSAeronautical,25,SEA,high
20568216,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,Skilled and technical jobs,4,Eldest,E,Max of 4,Parents,Parents,Private,STEM,91.61,7,73,87,82,91,96,84,72.75,BSITAreaNetAdmi,23,CICT,high
20581277,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,,5,Eldest,D,Max of 2,Parents,Parents,Private,STEM,89.22,37,73,87,40,72,83,29,57.25,CE,25,SEA,high
20627381,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,4,Eldest,E,Max of 2,Scholarships and Grants,Parents,Public,TVL,93.5,79,67,27,95,32,12,20,56.45,Accountancy,26,SBA,high
20612834,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,6,2nd,F,Max of 4,Parents,Parents,Private,HUMSS,91.22,3,24,27,67,80,69,37,45.0,Math,26,SED,high
20571311,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,92.43,87,88,98,88,72,94,84,87.45,CE,25,SEA,high
20616006,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Graduate,"artistic, musical, writing",6,Eldest,A,Max of 2,Parents,Parents,Private,STEM,89.5,79,67,99,95,99,83,49,76.9,BSEMC-DA,23,CICT,high
20567261,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,6,2nd,B,Max of 2,Parents,Parents,Private,ABM,89.95,91,88,78,40,80,87,2,72.0,Accountancy,26,SBA,high
20581470,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,4,Eldest,E,Max of 2,Parents,Parents,Private,STEM,91.61,79,94,53,99,52,77,76,81.2,BSAeronautical,25,SEA,high
20591043,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,3,Only Child,C,Max of 4,Parents,Parents,Private,STEM,93.0,91,96,98,95,80,87,33,86.4,ELECENG,25,SEA,high
20604216,Pampanga,18,F,Filipino,Born Again Christian,HS,mgmt. sales and entrepreneural occupations,Elementary,helping and teaching occupation,7,Youngest,E,Max of 4,Scholarships and Grants,Relatives,Public,TVL,93.0,87,91,40,40,62,83,29,68.95,BSEMC-DA,23,CICT,high
20608378,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,5,Middle,D,Max of 2,Parents,Parents,Private,ABM,85.56,79,99,40,75,80,87,61,78.35,Accountancy,26,SBA,high
20573605,Pampanga,18,F,Filipino,Born Again Christian,College Graduate,mgmt. sales and entrepreneural occupations,HS,helping and teaching occupation,4,Youngest,A,Max of 2,Parents,Parents,Private,ABM,96.5,94,96,87,82,80,69,92,87.15,Accountancy,26,SBA,high
20637235,Pampanga,19,M,Filipino,Born Again Christian,Elementary,Skilled and technical jobs,Elementary,helping and teaching occupation,7,Youngest,F,None,Scholarships and Grants,Parents,Public,TVL,93.0,79,94,78,88,62,87,73,82.65,CE,25,SEA,high
20613892,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,office and clerical jobs,College Graduate,scientific and allied medical positions,4,Eldest,C,Max of 2,Scholarships and Grants,Parents,Private,GAS,93.87,79,73,78,11,17,29,65,48.1,Comp. Engg.,25,SEA,medium
20613036,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Middle,E,Max of 2,Parents,Parents,Private,STEM,89.5,1,88,67,50,80,46,23,58.25,BSPsychology,23,SAS,high
20569307,Pampanga,18,F,Filipino,Baptist,College Undergrad/Vocational,"artistic, musical, writing",College Undergraduate/Vocational,helping and teaching occupation,4,Eldest,F,Max of 2,Parents,Parents,Private,ABM,87.19,37,52,67,75,52,61,37,57.5,BusMgt,23,SBA,high
20629315,Outside,18,M,Filipino,Iglesia Ni Cristo,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,8,Eldest,E,Max of 2,Parents,Parents,Public,STEM,89.0,14,79,40,75,80,23,79,58.85,EE,25,SEA,medium
20634208,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Middle,E,Max of 2,Scholarships and Grants,Scholarships and Grants,Public,ABM,95.5,79,88,97,95,98,87,79,90.3,Accountancy,26,SBA,high
20603316,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,3,Only Child,E,Max of 2,Parents,Parents,Private,TVL,92.83,91,52,78,50,24,53,33,58.7,BSHRM,26,SHTM,high
20621542,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,,Elementary,,6,Youngest,C,Max of 2,Relatives,Parents,Private,ABM,91.0,37,97,53,40,32,53,23,58.4,Accountancy,26,SBA,medium
20580344,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",College Graduate,office and clerical jobs,7,Middle,E,Max of 2,Parents,Self,Private,STEM,89.43,52,96,27,75,52,83,65,68.45,ME,25,SEA,medium
20572165,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,Skilled and technical jobs,7,2nd,D,More than 6,Parents,Parents,Private,HUMSS,80.0,24,79,40,67,80,69,69,65.05,BA Comm,23,SAS,mlow
20568723,Pampanga,19,F,Filipino,Roman Catholic,,Skilled and technical jobs,HS,,4,Youngest,E,Max of 2,Parents,Parents,Private,ABM,91.66,91,88,27,75,62,69,37,69.5,BusMgt,23,SBA,high
20600008,Pampanga,18,F,Filipino,Roman Catholic,,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Eldest,D,Max of 4,Parents,Parents,Private,STEM,88.36,52,59,53,58,52,69,45,56.0,IE,25,SEA,medium
20610753,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,7,2nd,D,Max of 2,Parents,Parents,Private,STEM,87.91,87,73,87,67,91,96,33,75.1,ELECENG,25,SEA,high
20574448,Pampanga,19,M,Filipino,Roman Catholic,,office and clerical jobs,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,F,Max of 2,Parents,Parents,Private,TVL,94.9,79,67,78,58,86,87,76,74.4,BSTourism,26,SHTM,high
20576013,Pampanga,19,M,Filipino,Roman Catholic,Post Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,6,Eldest,C,Max of 2,Parents,Self,Private,GAS,89.67,97,97,78,67,86,83,17,81.65,BSBA-MktgMgmt,23,SBA,high
20594834,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,3rd,D,Max of 2,Parents,Parents,Private,ABM,86.11,52,73,17,98,17,83,76,63.05,Accountancy,26,SBA,high
20567654,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,,College Graduate,helping and teaching occupation,5,Eldest,E,Max of 2,Parents,Parents,Private,STEM,89.48,52,67,97,95,42,87,8,68.35,ELECENG,25,SEA,high
20630485,Pampanga,20,M,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,Post Graduate,helping and teaching occupation,8,Youngest,C,Max of 6,Scholarships and Grants,Parents,Private,TVL,81.0,14,94,53,40,24,83,5,52.0,BSCompsci,23,CICT,mlow
20572571,Pampanga,19,F,Filipino,MCGI,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,,,4,Eldest,F,Max of 2,Parents,Parents,Private,HUMSS,89.74,97,91,87,31,62,77,76,71.95,English-BSED,26,SED,high
20567891,Pampanga,18,F,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,HS,mgmt. sales and entrepreneural occupations,5,Youngest,E,Max of 2,Scholarships and Grants,Parents,Private,STEM,89.83,37,84,97,92,72,96,79,79.75,CE,25,SEA,high
20608716,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Youngest,D,Max of 2,Parents,Parents,Private,ABM,91.75,94,91,97,75,80,83,79,86.5,Accountancy,26,SBA,high
20617907,Pampanga,18,M,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,,Skilled and technical jobs,6,2nd,E,Max of 4,Parents,Parents,Private,STEM,92.0,24,24,97,40,42,61,29,41.3,CE,25,SEA,medium
20585610,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,6,2nd,E,None,Parents,Parents,Private,ABM,88.0,24,31,27,40,72,29,45,36.1,BusMgt,23,SBA,high
20574325,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,5,Middle,B,Max of 2,Parents,Parents,Private,TVL,88.4,14,91,97,31,42,77,53,65.1,BSTourism,26,SHTM,high
20610876,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,scientific and allied medical positions,College Graduate,scientific and allied medical positions,7,2nd,B,Max of 2,Parents,Parents,Private,STEM,89.69,87,88,53,67,91,92,20,73.0,Architecture,26,SEA,high
20569950,Pampanga,19,F,Filipino,Born Again Christian,HS,Skilled and technical jobs,HS,Skilled and technical jobs,6,2nd,F,Max of 2,Parents,Parents,Private,ABM,96.5,91,94,17,99,42,29,61,69.8,Accountancy,26,SBA,high
20611530,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,8,5th,F,Max of 6,Relatives,Relatives,Private,STEM,86.0,37,7,27,75,62,37,33,41.6,BSAeronautical,25,SEA,mlow
20598704,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",College Graduate,office and clerical jobs,7,Middle,D,Max of 2,Parents,Parents,Public,STEM,85.91,37,59,78,31,24,77,45,58.15,BS MedTech,31,SNAMS,medium
20584732,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",HS,mgmt. sales and entrepreneural occupations,4,Youngest,F,Max of 2,Parents,Parents,Private,ABM,88.62,52,24,53,67,72,69,73,55.1,BSITAreaWebDev,23,CICT,medium
20636504,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,5,Middle,C,None,Parents,Self,Private,ABM,90.0,24,67,87,50,32,87,73,64.0,BSTourism,23,SHTM,medium
20572200,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,D,None,Parents,Parents,Private,STEM,90.38,7,59,17,75,52,37,53,47.5,BSAeronautical,25,SEA,medium
20601933,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,mgmt. sales and entrepreneural occupations,Post Graduate,,6,Youngest,B,Max of 2,Parents,Parents,Private,STEM,94.56,97,97,99,92,91,92,29,88.05,Architecture,26,SEA,high
20586205,Pampanga,18,F,Filipino,Born Again Christian,College Graduate,office and clerical jobs,College Graduate,helping and teaching occupation,5,Middle,E,Max of 2,Parents,Parents,Private,ABM,93.47,87,91,78,88,72,61,61,81.65,Accountancy,26,SBA,high
20612801,Pampanga,18,F,Filipino,Roman Catholic,Elementary,mgmt. sales and entrepreneural occupations,Elementary,,7,4th,E,Max of 2,Parents,Parents,Private,ABM,88.34,37,4,40,98,72,23,26,41.3,Accountancy,26,SBA,medium
20572942,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,6,Eldest,D,Max of 2,Parents,Parents,Private,STEM,83.61,91,37,53,82,62,53,20,60.35,CE,25,SEA,medium
20608841,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,,5,Eldest,D,None,Scholarships and Grants,Parents,Private,STEM,97.25,97,99,87,92,86,94,87,92.75,BSAeronautical,25,SEA,high
20575934,Pampanga,19,F,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,College Undergraduate/Vocational,office and clerical jobs,6,3rd,E,Max of 4,Parents,Parents,Private,TVL,86.39,14,14,17,58,52,53,57,36.6,BSITAreaWebDev,23,CICT,medium
20581705,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,"artistic, musical, writing",7,2nd,E,Max of 2,Parents,Parents,Private,STEM,90.37,37,67,27,67,95,83,53,61.5,ELECENG,25,SEA,high
20617380,Pampanga,18,M,Filipino,Iglesia Ni Cristo,HS,Skilled and technical jobs,HS,Skilled and technical jobs,6,Eldest,E,Max of 2,Scholarships and Grants,Relatives,Public,TVL,94.0,91,84,97,82,80,53,33,80.2,Accountancy,26,SBA,high
20602631,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,office and clerical jobs,4,Eldest,D,Max of 2,Parents,Parents,Private,ABM,94.5,79,79,40,95,91,87,65,77.65,Accountancy,26,SBA,high
